Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Forest area (% of land area),AG.LND.FRST.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.7320984600966,16.7360035406063,16.7399086211161,16.7438137016258,16.7477187821356,16.7516238626453,16.755528943155,16.7594340236648,16.7633391041745,16.7672441846843,16.771149265194,16.7399086211161,16.7086679770381,16.6774273329602,16.6461866888822,16.6149460448043,16.4996160004165,16.3842859560288,16.268955911641,16.1536258672533,16.0382958228655,16.0783879827656,16.1184801426656,16.1585723025656,16.1986644624657,16.2387566223657,16.2582780595994,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.7253572293533,45.8004353496232,45.8755134698928,45.950594546576,46.0256726668458,46.1007507871155,46.1758289073853,46.250907027655,46.3259881043382,46.401066224608,46.4761443448777,46.5076301484167,46.5391129955423,46.5705987990813,46.6020816462067,46.6335674497457,46.6553650863179,46.6782943256654,46.7000895341963,46.7218876992125,46.7476496906663,46.7751145400785,46.80088081547,46.8357354847977,46.862087450764,46.8839001438401,46.9057128369164,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2382926565485,10.2839564031388,10.2839560150825,10.3079895653554,10.3320231156283,10.3560566659011,10.380090216174,10.4041237664469,10.4438449838111,10.5168972588473,10.5538404187757,10.5670423176275,10.5783248521321,10.5870391200398,10.5975417846292,10.6121462884954,10.9323905945016,11.2507711662989,11.5683730833394,11.8864224283384,12.1987518806178,12.5156674971075,12.8328778254808,13.1499281333018,13.4664853684559,13.783676509869,14.0996733412023,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,51.4485514485514,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.318840577982474,0.333333339380181,0.352112676056338,0.366197169666559,0.394366198862103,0.408450692472324,0.436619721667868,0.450704215278089,0.478873244473632,0.507042273669176,0.521126767279397,0.549295754499838,0.56338029008516,0.583333315120803,0.589041105688434,0.608108091998745,0.621621632898176,0.639999985694885,0.644736854653609,0.671052619030601,0.695538048052372,0.704041776979559,0.727272730369073,0.740259730970705,0.765239929248496,0.771208226614975,0.784061684289783,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.4772989168011,11.4573252240459,11.4373515312908,11.4173769007596,11.3974032080045,11.3774295152493,11.3574558224941,11.337482129739,11.3175074992078,11.2975338064526,11.2775601136975,11.2575864209423,11.2376127281872,11.217638097656,11.1976644049008,11.1776907121457,11.1577170193905,11.1377433266354,11.1177686961042,11.097795003349,11.0778213105938,11.0578476178387,11.0378739250836,11.0178992945524,10.9979256017972,10.977951909042,10.9579782162869,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,14.6511632342671,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.3553539735752,38.8414513902583,38.8414518717031,39.0844996171552,39.3275497698309,39.570597515283,39.8136452607351,40.0566954134108,40.2997431588629,40.5427933115387,40.7858410569907,40.9465569383504,41.1093043204284,41.2700281254622,41.4348424171639,41.5914805502145,41.6737289767127,41.7703311745318,41.8669285593273,41.9800827858446,42.0601281419418,42.1561302578729,42.2542004075083,42.3526911922255,42.4371678885104,42.53416462721,42.6301064968239,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.0376482098074,22.0832230077867,22.128797805766,22.1743726037452,22.2199474017245,22.2655221997038,22.311756128994,22.3579920739762,22.4042280189585,22.4504619482486,22.4966978932309,22.5112290174517,22.5257601416725,22.5402912658933,22.5548223901141,22.569353514335,22.5838846385558,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.8474366197668,70.1600164658457,69.4730404958764,68.7860591742933,68.0990778527098,67.4116630504029,66.7246817288198,66.0377004072363,65.350724437267,64.6633042833463,63.976328313377,63.6014905743095,63.2262140029044,62.8513816154511,62.476105044046,62.1012726565927,61.8807540552389,61.6602354538856,61.4401556848698,61.2196424351298,60.9991238337764,60.7790440647606,60.5589642957449,60.3393233590666,60.1192435900509,59.8991691726493,59.6790894036335,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.0908123448031,50.4700248315005,49.8492373181979,49.2284498048954,48.6076622915928,47.9868747782902,47.3660872649876,46.745299751685,46.1245122383824,45.5037247250798,44.8829372117772,44.4395175594182,43.9960979070592,43.5526782547002,43.1092586023413,42.6658389499823,42.2224192976233,41.7789996452643,41.3355799929053,40.8921603405463,40.4487406881873,40.0053210358283,39.5619013834693,39.1184817311103,38.6750620787513,38.2316424263923,37.7882227740334,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,18.5185181914697,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.6504519342409,53.8629796412744,54.0755125735851,54.2880402806183,63.9806515487595,64.2301534528111,64.4796492226759,64.729144992541,64.978389260757,65.2278911648086,65.4773869346734,65.7268827045385,65.97638460859,66.2258803784548,69.4104993728513,69.6710112643386,69.9315295608587,70.191778846009,70.4522907374966,70.7128090340167,70.9733209255041,71.2338328169917,71.494344708479,71.7548630049991,72.0153748964867,72.275624181637,72.484536714606,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.966398966122,57.7167927282378,57.4671828844734,57.2175766465891,56.9679668028247,56.7183605649405,56.4687543270562,56.2191444832918,55.9695382454075,55.7199284016431,55.4703221637589,55.2197928205483,54.9692598714576,54.718730528247,54.4681975791563,54.2176682359457,53.7515000461553,53.2853318563648,52.8191636665744,52.3529954767839,51.8868272869934,51.6200498476876,51.3532724083818,51.086494969076,50.8197175297701,50.5529400904643,50.2861626511585,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.1640625,43.06640625,43.06640625,43.017578125,42.96875,42.919921875,42.87109375,42.822265625,42.7734375,42.724609375,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.2055299701798,23.9967889388465,23.7880479075133,23.579305153027,23.3705641216938,23.1618230903605,22.9530820590272,22.744341027694,22.5355982732077,22.3268572418744,22.1181162105412,21.9091976944489,21.7002809015095,21.4913623854172,21.2824455924779,21.0735270763856,20.8646085602933,20.6556917673539,20.4467732512616,20.2378564583223,20.02893794223,19.8486048112637,19.6682716802975,19.4879402724843,19.307607141518,19.1272740105518,18.9469408795855,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.4098878458604,65.1056185945677,64.8013568210152,64.4970875697225,64.19282579617,63.8885565448772,63.5842872935845,63.280025520032,62.9757562687392,62.6714907563166,62.367225243894,62.0193009449471,61.6713766460002,61.3234523470533,60.9755280481064,60.6276037491595,60.4295707537801,60.2315340195307,60.0335010241513,59.8354642899018,59.6374312945225,59.5197017518252,59.4019722091279,59.2842426664306,59.1665131237333,59.048783581036,58.9310540383387,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.7333335876465,24.7333335876465,24.6666669845581,24.6666669845581,24.6000003814697,24.6000003814697,24.6000003814697,24.5333337783813,24.5333337783813,24.466667175293,24.466667175293,24.466667175293,24.466667175293,24.4000005722046,24.4000005722046,24.4000005722046,24.4000005722046,24.3333339691162,24.3333339691162,24.2666673660278,24.2666673660278,24.2666673660278,24.2000007629395,24.2000007629395,24.1333325703939,24.1333325703939,24.1333325703939,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.3681214421252,78.0645149708698,77.7609084996146,77.457307819171,77.1537013479158,76.8500948766604,76.5464884054049,76.2428819341497,75.9392812537061,75.6356747824509,75.3320683111954,75.02846183994,74.7248553686848,74.4212546882412,74.117648216986,73.8140417457305,73.4724880848256,73.1309286331089,72.7893749722042,72.4478155204875,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.0732170297388,30.1166053405779,30.1599936514169,30.2033797554348,30.2467680662739,30.2901563771129,30.333544687952,30.376932998791,30.4203191028089,30.463707413648,30.507095724487,31.0060557820833,32.0349255730124,32.5512558394433,33.0617878707993,33.6064064801178,33.7678353233166,33.9324178468258,34.0907844365735,34.2649230732142,34.4233603537214,34.5817976342288,34.7402349147361,34.8986744441438,35.0571117246512,35.2155490051584,35.3739862856658,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.0255847953216,24.8066524037144,24.5877200121071,24.3687858358461,24.1498534442389,23.9309210526316,23.7119886610243,23.493056269417,23.2741220931561,23.0551897015488,22.8362573099415,22.617690772341,22.3991224500868,22.1805559124863,21.9619875902321,21.7434210526316,21.5241228070175,21.3048245614035,21.0855263157895,20.8662280701754,20.6469298245614,20.4283632869609,20.2097949647067,19.9912284271062,19.772660104852,19.5540935672515,19.335527029651,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.2538940809969,10.8995324726045,10.5451708642122,10.190810444199,9.8364488358067,9.48208722741433,9.12772561902196,8.77336460481924,8.41900299642687,8.06464198222414,7.71028037383178,7.57788185761355,7.44548274720569,7.31308423098746,7.18068512057959,7.04828660436137,7.60903403023691,8.1697820503021,8.73052947617765,9.29127749624283,9.85202492211838,10.0311528856509,10.2102808491835,10.3894076243368,10.5685355878693,10.7476635514019,10.9267915149344,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.3300248138958,14.9330025571156,15.5384612734205,16.1414399632153,16.7468977329453,17.3498754761651,17.9528532193849,18.5583128822648,19.1612906254846,19.7667502883646,20.3697261384344,20.4441685830393,20.5186110276442,20.5930515790991,20.667494023704,20.741934575159,20.8163770197639,20.8908194643688,20.9652600158237,21.0397024604286,21.1141430118835,21.3523580773593,21.5930512761951,21.8312663416709,22.0694795139966,22.3076926863223,22.545905858648,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.328801268978,72.5368241293479,71.7448469897179,70.9528643177827,70.1608871781526,69.3689100385225,68.5769328988925,67.7849557592624,66.9929730873272,66.2009959476972,65.4090188080671,64.4856106956719,63.5622025832767,62.6387944708815,61.7153863584863,60.7919782460911,60.0702447845853,59.3485168553847,58.6267833938789,57.9050554646782,57.1833220031724,56.4615885416667,55.739860612466,55.0181271509602,54.2963992217596,53.5746657602538,52.852932298748,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.4395718305092,50.9741702100654,50.5087685896215,50.0433669691777,49.5779653487339,49.1125637282901,48.6471621078462,48.1817604874024,47.7163588669586,47.2509572465148,46.785555626071,46.3201540056271,45.8547523851833,45.3893507647395,44.9239491442957,44.4585475238518,43.993145903408,43.5277442829642,43.0623426625204,42.5969410420765,42.1315394216327,41.6661378011889,41.2007361807451,40.7353345603012,40.2699329398574,39.8045313194136,39.3391296989698,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.299072635319,38.2938938044825,38.288714973646,38.2835327062927,38.2783538754562,38.2731750446197,38.2679962137832,38.2628173829467,38.2576351155934,38.2524562847569,38.2472774539204,38.2423082506095,38.2373356107818,38.2323664074708,38.2273937676431,38.2224245643321,38.2163969138429,38.2103726998706,38.2043450493814,38.198320835409,38.1922931849198,38.1871693383523,38.1820454917848,38.1769182087005,38.171794362133,38.1666705155655,38.161546668998,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,52.9166658719379,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.2130405470481,36.1880002417814,36.1629599365148,36.1379164961154,36.1128761908488,36.0878358855822,36.0627955803156,36.037755275049,36.0127118346496,35.987671529383,35.9626312241163,35.9375909188497,35.9125506135831,35.8875071731837,35.8624668679171,35.8374265626505,35.8123862573839,35.7873459521172,35.7623025117179,35.7372622064512,35.7122219011846,35.687181595918,35.6621412906514,35.637097850252,35.6120575449854,35.5870172397188,35.5619769344521,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.32480940279543,5.29471100512726,5.2646126074591,5.23451382201993,5.20441542435177,5.17431702668361,5.14421862901545,5.11412023134728,5.08402144590812,5.05392304823995,5.02382465057179,4.99444091486658,4.96505717916137,4.93567344345616,4.90628970775095,4.87690597204574,4.77636586907858,4.67582576611142,4.57528605091526,4.4747459479481,4.37420584498094,4.27366574201378,4.17312563904662,4.07258592385046,3.9720458208833,3.87150571791614,3.77096561494898,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,4.04040425629681,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.5276966674057,20.6044917575634,20.6812881611313,20.758083251289,20.8348796548568,20.9116747450146,20.9884698351723,21.0652662387401,21.1420613288979,21.2188577324657,21.2956528226234,21.3516014672367,21.4075514252601,21.4635000698734,21.5194500278968,21.5753986725101,21.6262368383171,21.6770750041241,21.7279144833412,21.7787526491482,21.8295908149552,22.2341474024425,22.6387013631096,23.0432579505969,23.4478119112639,23.8523684987512,24.2569250862385,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.7380069501771,16.9495479721993,17.1610873299071,17.3726266876148,17.584167709637,17.7957260226624,18.0072864506941,18.2188262590499,18.4303660674057,18.6419075400794,18.8534674304607,19.1952569787798,19.5370361678916,19.8788157889481,20.2205924450474,20.5623721343634,20.7235630216565,20.8847522660901,21.0459417952183,21.2071299125273,21.3683194309246,21.5325896080577,21.6968597851907,21.8611299623238,22.0253984751355,22.1896686522686,22.3539418057329,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.0594862550698,57.8234705948625,57.5874619761154,57.3514463159081,57.1154376971609,56.8794220369536,56.6434063767463,56.4074012787292,56.1713820977918,55.9353769997747,55.6993613395674,55.4114642012168,55.1235776250563,54.8356840074358,54.5477974312753,54.2599002929247,53.9776011153673,53.6953054585399,53.4130133224425,53.1307176656151,52.8484184880577,52.824336694457,52.8002619423164,52.7761801487156,52.752105396575,52.7280200822443,52.7039382886435,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.3299292815414,26.1149902634006,25.9000532950702,25.6851142769293,25.4701773085989,25.2552382904581,25.0402992723173,24.8253623039869,24.610423285846,24.3954863175156,24.1805472993748,23.8581408219739,23.5357322947627,23.2133258173619,22.8909172901506,22.5685108127498,22.2461043353489,21.9236958081377,21.6012893307369,21.2788808035256,20.9564743261248,20.741535307984,20.5265983396536,20.3116593215127,20.0967223531823,19.8817833350415,19.6668443169007,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.7364195761011,70.5990576961249,70.4617027083655,70.3243408283893,70.1869858406299,70.0496239606537,69.9122620806775,69.7749070929181,69.6375452129419,69.5001902251825,69.3628283452063,69.2254664652301,69.0881114774707,68.9507495974945,68.8133946097351,68.6760327297589,68.5386708497828,68.4013158620233,68.2639539820472,68.1265989942877,67.9892371143116,67.8518752343354,67.7145202465759,67.5771583665998,67.4398033788404,67.3024414988642,67.165079618888,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.5475841874085,66.497803806735,66.4480234260615,66.398243045388,66.3484626647145,66.298682284041,66.2489019033675,66.199121522694,66.1493411420205,66.099560761347,66.0497803806735,66,65.9502196193265,65.900439238653,65.8506588579795,65.800878477306,65.7657393850659,65.7306002928258,65.6954612005856,65.6603221083455,65.6251830161054,65.5800867038799,65.5349903916545,65.4898997986823,65.4448034864568,65.3997071742313,65.3546108620059,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.2154328241285,49.8472375866016,49.4790423490746,49.1108518929935,48.7426566554667,48.3744614179397,48.0062661804129,47.6380709428858,47.2698804868047,46.9016852492779,46.5334900117509,46.9839404622013,47.4343909126518,47.8848413631022,48.3352918135527,48.7857422640031,49.2322767103041,49.678811156605,50.1253408214601,50.5718752677611,51.0184097140619,51.6098697840164,52.2013298539708,52.7927947053711,53.3842547753257,53.9757148452801,54.5671749152346,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.1446540880503,32.1779861930031,32.2113213689072,32.2446534738601,32.2779886497641,32.311320754717,32.3446528596698,32.3779880355739,32.4113201405267,32.4446553164308,32.4779874213836,32.5264163227201,32.5748421531053,32.6232710544418,32.671696884827,32.7201257861635,32.7188666961478,32.7176106770833,32.7163515870676,32.7150955680031,32.7138364779874,32.7125773879717,32.7113213689072,32.7100622788915,32.708806259827,32.7075471698113,32.7062880797956,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.0888928635307,33.0888928635307,33.2140940797711,33.2766946878913,33.3392952960114,33.4018959041316,33.4226509467667,33.4851732761701,33.5896977284922,33.6522983366124,33.7148989447326,33.7792877049891,33.8436764652456,33.908067408838,33.9421019373492,34.0064331665475,34.0671912868846,34.1279494072218,34.1887053461737,34.2494634665107,34.3102215868478,34.3173699859553,34.3245183850631,34.3316646027856,34.3388130018931,34.3459614010007,34.3531098001083,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.1620111731844,19.5130349271125,19.8640586810405,20.2150847081588,20.5661084620869,20.9171322160149,21.268155969943,21.619179723871,21.9702057509893,22.3212295049174,22.6722532588454,23.1601480665154,23.8725448710229,24.3627814959763,24.8529282741871,25.3382187147689,25.7822042657146,26.2213453588876,26.662908680947,27.1044720030064,27.5460353250658,27.9385769838371,28.5507598910791,29.6756865172532,30.2480282863271,30.763314747164,31.2786012080009,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.4361472522026,17.5497839461157,17.6634206400289,17.777055682558,17.8906923764712,18.0043290703844,18.1179657642975,18.2316024582107,18.3452375007398,18.458874194653,18.5725108885662,18.5995671656225,18.6266234426788,18.6525980631511,18.6796543402074,18.7067106172636,18.7067106172636,18.7067106172636,18.7067106172636,18.7056273092956,18.7056273092956,18.7023806881595,18.6991340670235,18.6969691024714,18.6937224813354,18.6904758601993,18.6872292390633,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.0235537724861,34.0235537724861,34.0235537724861,34.0546124284166,34.0649663669196,34.0753203054225,34.0856742439256,34.0960281824285,34.106378961353,34.1167328998561,34.127086838359,34.1529701048272,34.1788533712955,34.2047366377637,34.2350504789024,34.2609370955216,34.2912621359223,34.3171521035599,34.3430420711974,34.368932038835,34.3992749870533,34.4251683065769,34.4555224653632,34.4858844858845,34.5117845117845,34.5421577515866,34.5635845635846,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.8143432933954,12.914130518419,13.0016491431659,13.1013437343492,13.2010368870419,13.3007300397346,13.4004246309178,13.5001177836105,13.5998109363032,13.6995055274864,13.7991986801791,13.6681593787746,13.5371200773701,13.4060807759656,13.275041474561,13.1440021731565,13.2825834807882,13.4211647884199,13.5597460960516,13.6983259651927,13.8369072728244,13.9552202478715,14.2210053500462,14.3405566359736,14.4601093754651,14.5796621149567,14.6992134008841,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,0.241587571381906,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.6666666666667,66.3066660563151,65.9600016276041,65.6000010172527,65.2400004069011,64.8799997965495,64.5333353678385,64.1733347574869,63.8133341471355,63.4666646321615,63.1066691080729,62.7466684977213,62.3866678873697,62.0399983723959,61.6799977620443,61.3200022379557,60.9600016276041,60.6133321126303,60.2533315022787,59.9066670735677,59.5466664632161,59.1866658528645,58.8400014241536,58.4800008138021,58.1333312988281,57.7733357747396,57.413335164388,..,..,..
